#Aplicación presupuestaria,Área gasto,Programa,Desc. programa,Económico,Desc. capítulo,Desc. económico,Proyecto,Desc. proyecto,Consig. inicial,Modificaciones,Consig. definit.,Obl. recon. (O)
2018.0.0.3262.0.481,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3262,Programa suport a l'educació,481,TRANSFERENCIAS CORRIENTES,Premis i Beques,,,78000.0,13709.89,91709.89,91709.89
2018.0.0.3263.0.482,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3263,Programa d'inclusió social i educativa,482,TRANSFERENCIAS CORRIENTES,Suport a la compensació social educativa,,,28000.0,0.0,28000.0,6935.07
2018.0.0.3265.0.410,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3265,OOAA Conservatori Música,410,TRANSFERENCIAS CORRIENTES,OOAA Conservatori Música,,,221410.4,10583.11,231993.51,231993.51
2018.0.0.3340.0.479,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3340,Ponència de Cultura,479,TRANSFERENCIAS CORRIENTES,Otras subvenciones a Empresas privadas,,,3000.0,891.03,3891.03,3891.03
2018.0.0.3340.0.489,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3340,Ponència de Cultura,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,39650.0,0.0,39650.0,39650.0
2018.0.0.3370.0.467,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3370,Ponència de Joventut,467,TRANSFERENCIAS CORRIENTES,A Consorcis,,,2000.0,0.0,2000.0,2000.0
2018.0.0.3371.1720.481,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3371,"Ponència d'infància, adolescència i joventut",481,TRANSFERENCIAS CORRIENTES,Premis i Beques,1720,Erasmus + 2017-1-ES01-KA204-038597 learning by intercultural cooking,0.0,1150.0,1150.0,0.0
2018.0.0.3379.0.489,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3379,Centre Tercera edat,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,7000.0,0.0,7000.0,7000.0
2018.0.0.3380.0.489,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3380,Festes Populars,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,20054.0,0.0,20054.0,16554.0
2018.0.0.3410.0.467,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3410,Ponència d'Esports,467,TRANSFERENCIAS CORRIENTES,A Consorcis,,,0.0,1400.0,1400.0,0.0
2018.0.0.3410.0.489,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3410,Ponència d'Esports,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,113200.0,-1400.0,111800.0,111200.0
2018.0.0.3422.0.472,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3422,Piscina coberta,472,TRANSFERENCIAS CORRIENTES,Subvencions per a reducir el preu a pagar pels usuaris,,,121923.83,0.0,121923.83,119830.14
2018.0.0.4910.0.489,ACTUACIONES DE CARÁCTER ECONÓMICO,4910,Comuniciació institucional,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,500.0,0.0,500.0,500.0
2018.0.0.4911.0.480,ACTUACIONES DE CARÁCTER ECONÓMICO,4911,Participació i transparència,480,TRANSFERENCIAS CORRIENTES,Ajudes indiv i atenc bene,,,3000.0,0.0,3000.0,1550.0
2018.0.0.4911.0.489,ACTUACIONES DE CARÁCTER ECONÓMICO,4911,Participació i transparència,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,4000.0,5000.01,9000.01,4500.0
2018.0.0.9121.0.489,ACTUACIONES DE CARÁCTER GENERAL,9121,Grups Politics,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,28200.0,6000.0,34200.0,34200.0
2018.0.0.9420.0.466,ACTUACIONES DE CARÁCTER GENERAL,9420,Transferencias a Entidades Locales territoriales,466,TRANSFERENCIAS CORRIENTES,A altres entitats que agrupen municipis,,,6776.37,0.0,6776.37,5620.29
2018.0.0.9430.0.463,ACTUACIONES DE CARÁCTER GENERAL,9430,Transf. altres Ent. Local,463,TRANSFERENCIAS CORRIENTES,A Mancomunidades,,,24834.7,629.95,25464.65,25464.65
2018.1.0.3262.1701.481,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3262,Programa suport a l'educació,481,TRANSFERENCIAS CORRIENTES,Premis i Beques,1701,"Pactiques formatives modalitat Post-Transparencia, participació i bon govern",0.0,2266.67,2266.67,2220.26
2018.0.0.9290.0.500,ACTUACIONES DE CARÁCTER GENERAL,9290,Imprevistos i funcions no clasificades,500,Fondo de Contingencia y Otros Imprevistos,"Fondo de Contingencia de Ejecución Presupuestaria. Artículo 31 Ley Orgánica 2/2012, de Estabilidad Presupuestaria y Sostenibilidad Financiera",,,381.71,-381.71,0.0,0.0
2018.0.0.1320.1818.625,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,625,INVERSIONES REALES,Inversió nova en mobiliari,1818,Mobiliari Policia Local,1500.0,330.97,1830.97,1830.97
2018.0.0.1330.1856.619,SERVICIOS PÚBLICOS BÁSICOS,1330,Control del trànsit,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1856,Renovació senyalització viaria av. Alacant [IFS 2018],0.0,32501.61,32501.61,0.0
2018.0.0.1510.0.681,SERVICIOS PÚBLICOS BÁSICOS,1510,Urbanisme,681,INVERSIONES REALES,Terrenos y bienes naturales,,,0.0,100592.2,100592.2,33389.42
2018.0.0.1510.1817.624,SERVICIOS PÚBLICOS BÁSICOS,1510,Urbanisme,624,INVERSIONES REALES,Elementos de transporte,1817,Vehicle personal tècnic urbanisme,3000.0,10048.79,13048.79,13048.79
2018.0.0.1510.1822.626,SERVICIOS PÚBLICOS BÁSICOS,1510,Urbanisme,626,INVERSIONES REALES,Inversió nova en equips per a procesos d'informació,1822,"Adquició impressora, plotter, actualitz. base dades IVE-2017,Cconveni SIG",7358.34,0.0,7358.34,0.0
2018.0.0.1510.1824.627,SERVICIOS PÚBLICOS BÁSICOS,1510,Urbanisme,627,INVERSIONES REALES,Projectes complexos,1824,Subvenció PPOS 2018,176957.83,-176957.83,0.0,0.0
2018.0.0.1510.1834.681,SERVICIOS PÚBLICOS BÁSICOS,1510,Urbanisme,681,INVERSIONES REALES,Terrenos y bienes naturales,1834,Quotes Urbanització excecució sentència ROVER ALCISA,90000.0,-13064.73,76935.27,76935.27
2018.0.0.1531.1815.623,SERVICIOS PÚBLICOS BÁSICOS,1531,Obres,623,INVERSIONES REALES,"Inversió nova en maquinaria, instalacions técniques i utillatge",1815,Bastida i generador dièsel,3034.0,-3034.0,0.0,0.0
2018.0.0.1531.1842.609,SERVICIOS PÚBLICOS BÁSICOS,1531,Obres,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1842,Revestiment mur pas inferior Avda. País Valencià. obra 916 [SOM18-19],0.0,20000.0,20000.0,19999.99
2018.0.0.1532.1801.609,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1801,Estudi mobilitat sostenible,28500.0,11500.01,40000.01,0.0
2018.0.0.1532.1807.619,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1807,"Pla accesibilitat al nucli urbà. Obra 914,915 [SOM17-18]",0.01,60000.0,60000.01,0.0
2018.0.0.1532.1808.619,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1808,Mobiliari urbà i senyalitzacions,7770.04,0.0,7770.04,0.0
2018.0.0.1532.1809.619,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1809,Pla mobilitat urbana-senyalització vial,12000.0,0.0,12000.0,718.04
2018.0.0.1532.1841.609,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1841,Mobiliari urbà exterior local expai jove. obra 919 [SOM18-19],0.0,2000.0,2000.0,2000.0
2018.0.0.1532.1855.619,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1855,Vorera lateral connexio Espai Jove amb parc l'Alteró [IFS 2018],0.0,6000.0,6000.0,0.0
2018.0.0.1640.1802.609,SERVICIOS PÚBLICOS BÁSICOS,1640,Cementeri Municipal,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1802,Construcció ninxols,1.0,28435.48,28436.48,28436.46
2018.0.0.1640.1810.619,SERVICIOS PÚBLICOS BÁSICOS,1640,Cementeri Municipal,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1810,Reparació cobertes cementeri vell,1.0,4300.06,4301.06,4300.06
2018.0.0.1710.1803.609,SERVICIOS PÚBLICOS BÁSICOS,1710,Parcs i Jardins,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1803,Jocs infantils i mobiliari urbà,25000.0,-2022.02,22977.98,18515.9
2018.0.0.1710.1804.609,SERVICIOS PÚBLICOS BÁSICOS,1710,Parcs i Jardins,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1804,Adquisició arbres,20000.0,-1526.67,18473.33,16152.4
2018.0.0.1710.1811.619,SERVICIOS PÚBLICOS BÁSICOS,1710,Parcs i Jardins,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1811,Reparació jocs i bancs,4980.0,0.0,4980.0,1626.24
2018.0.0.1710.1812.619,SERVICIOS PÚBLICOS BÁSICOS,1710,Parcs i Jardins,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1812,Substitució paviment seguretat  i jocs infantils als parcs públics,23100.0,40759.46,63859.46,30609.38
2018.0.0.2210.1831.641,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2210,Personal actiu,641,INVERSIONES REALES,Despeses en aplicacions informàtiques,1831,Ferramenta informàtica-Portal de l'empleat,16000.0,2150.0,18150.0,18150.0
2018.0.0.2210.1832.641,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2210,Personal actiu,641,INVERSIONES REALES,Despeses en aplicacions informàtiques,1832,Ferramenta informàtica- Borses de treball,18000.0,0.0,18000.0,8833.0
2018.0.0.2316.1819.625,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2316,Centre de dia infància,625,INVERSIONES REALES,Inversió nova en mobiliari,1819,Mobiliari centre connecta,3000.0,0.0,3000.0,2944.85
2018.0.0.2411.1848.619,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1848,Modernització polígon l'Aliaga- Subvenció IVACE MIPAEE/2018/6,0.0,23610.45,23610.45,23322.45
2018.0.0.2411.1849.619,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1849,Modernització polígon l'Alteró-Subvenció IVACE MIPAEE/2018/5,0.0,56469.3,56469.3,50941.5
2018.0.0.3231.0.632,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3231,Centres educatius,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,,,0.0,3642.4,3642.4,3642.4
2018.0.0.3231.1813.619,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3231,Centres educatius,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1813,Reparacions Ensenyament primari,10000.0,0.0,10000.0,0.0
2018.0.0.3231.1828.632,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3231,Centres educatius,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1828,Instal.lació alarma CP Verge Desemparats,6900.0,0.0,6900.0,0.0
2018.0.0.3321.1825.627,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3321,Biblioteques públiques,627,INVERSIONES REALES,Projectes complexos,1825,"Adquisició llibres, CD's i DVD's",3000.0,0.0,3000.0,2956.78
2018.0.0.3340.1820.625,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3340,Ponència de Cultura,625,INVERSIONES REALES,Inversió nova en mobiliari,1820,Mobiliari,1800.0,10550.55,12350.55,12299.83
2018.0.0.3360.1839.609,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3360,Arqueología y protección del Patrimonio Histórico-Artístico,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1839,Excavació arquológica Urbanització del pati I connexió acces torre Musulmana i Mars.obra 913 I 921 [SOM18-19],0.0,150000.0,150000.0,14406.6
2018.0.0.3360.1844.619,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3360,Arqueología y protección del Patrimonio Histórico-Artístico,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1844,Rehabilitació i posada en valor Torre Musulmana i museu [FEDER FC-070/17],0.0,44709.5,44709.5,28858.5
2018.0.0.3370.1851.626,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3370,Ponència de Joventut,626,INVERSIONES REALES,Inversió nova en equips per a procesos d'informació,1851,Subvenció IVAJ Equipament tecnològic TIC,0.0,1999.5,1999.5,1999.5
2018.0.0.3371.1821.625,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3371,"Ponència d'infància, adolescència i joventut",625,INVERSIONES REALES,Inversió nova en mobiliari,1821,Mobiliari CIJ+nou espai jove l'Alteró,40559.15,-6000.0,34559.15,34333.49
2018.0.0.3379.0.625,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3379,Centre Tercera edat,625,INVERSIONES REALES,Inversió nova en mobiliari,,,0.0,2444.2,2444.2,2444.2
2018.0.0.3380.1826.627,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3380,Festes Populars,627,INVERSIONES REALES,Projectes complexos,1826,Inversions festes,1000.0,0.0,1000.0,0.0
2018.0.0.3410.1816.623,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3410,Ponència d'Esports,623,INVERSIONES REALES,"Inversió nova en maquinaria, instalacions técniques i utillatge",1816,Maquinaria ponència esports,16793.48,640.28,17433.76,12464.86
2018.0.0.3421.0.622,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,622,INVERSIONES REALES,Inversió nova en edificis i altres construccions,,,0.0,84000.0,84000.0,0.0
2018.0.0.3421.1835.632,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1835,Reparació coberta camp de futbol [subvenció Diputació],0.0,21782.91,21782.91,21782.9
2018.0.0.3421.1840.619,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1840,Paviment esportiu i ampliació pistes atletisme al velodrom.obra 920 [SOM18-19],0.0,75000.0,75000.0,0.0
2018.0.0.4100.0.624,ACTUACIONES DE CARÁCTER ECONÓMICO,4100,Consell Local Agrari,624,INVERSIONES REALES,Elementos de transporte,,,0.0,17825.5,17825.5,2057.0
2018.0.0.4140.0.609,ACTUACIONES DE CARÁCTER ECONÓMICO,4140,Desenvolupament rural,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,,,0.0,6691.3,6691.3,6691.3
2018.0.0.4140.1805.609,ACTUACIONES DE CARÁCTER ECONÓMICO,4140,Desenvolupament rural,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1805,Hort Social,12000.0,0.0,12000.0,10663.01
2018.0.0.4320.0.623,ACTUACIONES DE CARÁCTER ECONÓMICO,4320,Informació i promoció turística,623,INVERSIONES REALES,"Inversió nova en maquinaria, instalacions técniques i utillatge",,,0.0,9337.24,9337.24,6139.42
2018.0.0.4500.1827.627,ACTUACIONES DE CARÁCTER ECONÓMICO,4500,"Porjectes, direcció obres i llicències",627,INVERSIONES REALES,Projectes complexos,1827,"Asist. externa[dival terra], UPV, Redac proj.protec torre + intervenció arqueològic",11000.0,-715.0,10285.0,10285.0
2018.0.0.4540.1806.609,ACTUACIONES DE CARÁCTER ECONÓMICO,4540,Camins rurals,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1806,Subvenció SPEE Neteja llits i fons naturals [EXPTE 4623018BD01],19725.29,13905.2,33630.49,22349.26
2018.0.0.4920.0.626,ACTUACIONES DE CARÁCTER ECONÓMICO,4920,Administració electrònica,626,INVERSIONES REALES,Inversió nova en equips per a procesos d'informació,,,0.0,15707.08,15707.08,15707.08
2018.0.0.4920.1823.626,ACTUACIONES DE CARÁCTER ECONÓMICO,4920,Administració electrònica,626,INVERSIONES REALES,Inversió nova en equips per a procesos d'informació,1823,Pla acceleració digital 2018-2020 Fase I,205400.0,-25517.5,179882.5,177069.19
2018.0.0.4920.1833.641,ACTUACIONES DE CARÁCTER ECONÓMICO,4920,Administració electrònica,641,INVERSIONES REALES,Despeses en aplicacions informàtiques,1833,Nou programa de gestió tributària,8024.72,0.0,8024.72,8024.72
2018.0.0.4921.0.626,ACTUACIONES DE CARÁCTER ECONÓMICO,4921,Sistemes TIC,626,INVERSIONES REALES,Inversió nova en equips per a procesos d'informació,,,0.0,32501.41,32501.41,32501.41
2018.0.0.9202.0.625,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,625,INVERSIONES REALES,Inversió nova en mobiliari,,,0.0,3410.09,3410.09,3173.65
2018.0.0.9202.1814.622,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,622,INVERSIONES REALES,Inversió nova en edificis i altres construccions,1814,Adquisició portes OAC,10567.0,-10567.0,0.0,0.0
2018.0.0.9203.0.623,ACTUACIONES DE CARÁCTER GENERAL,9203,Edificis Municipals,623,INVERSIONES REALES,"Inversió nova en maquinaria, instalacions técniques i utillatge",,,0.0,1079.32,1079.32,1079.32
2018.0.0.9203.1829.632,ACTUACIONES DE CARÁCTER GENERAL,9203,Edificis Municipals,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1829,Substitució articles il.luminació per LED,2870.13,-673.49,2196.64,1913.42
2018.0.0.9203.1843.623,ACTUACIONES DE CARÁCTER GENERAL,9203,Edificis Municipals,623,INVERSIONES REALES,"Inversió nova en maquinaria, instalacions técniques i utillatge",1843,Subministrament e instal.lació ascensor edifici central. obra 917 [SOM18-19],0.0,20000.0,20000.0,14465.39
2018.0.0.9330.0.632,ACTUACIONES DE CARÁCTER GENERAL,9330,Gestión del patrimonio,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,,,0.0,8000.0,8000.0,7671.4
2018.0.0.9330.1517.632,ACTUACIONES DE CARÁCTER GENERAL,9330,Gestión del patrimonio,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1517,Habilitació local parc Eres per biblioteca municipal [fase I] [Diputació IFS 2015],0.0,16766.78,16766.78,16766.78
2018.0.0.9330.1830.632,ACTUACIONES DE CARÁCTER GENERAL,9330,Gestión del patrimonio,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1830,Fase final habilitació local biblioteca pública,16832.78,0.0,16832.78,0.0
2018.1.0.1320.1001.632,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1001,REHAB. CASSETES AGROCROS,0.0,4008.4,4008.4,0.0
2018.1.0.1510.1620.627,SERVICIOS PÚBLICOS BÁSICOS,1510,Urbanisme,627,INVERSIONES REALES,Projectes complexos,1620,Habilitació local Parc de l'Alteró [PPOS 2016],0.0,27870.61,27870.61,27870.61
2018.1.0.1510.1721.627,SERVICIOS PÚBLICOS BÁSICOS,1510,Urbanisme,627,INVERSIONES REALES,Projectes complexos,1721,Reurbanització av. Alacant [PPOS 2017],0.0,176957.83,176957.83,118580.0
2018.1.0.1532.0006.619,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,0006,Urb. Av. Xuquer [pluvials,0.0,24582.75,24582.75,0.0
2018.1.0.1532.005.609,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,005,Urbanit. Espioca [pluvial,0.0,25519.68,25519.68,0.0
2018.1.0.1532.0238.609,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,0238,Molí Magallo,0.0,93156.88,93156.88,0.0
2018.1.0.1532.0415.609,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,0415,Urbanitzacio Pla Bega,0.0,125179.12,125179.12,0.0
2018.1.0.1532.0630.609,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,0630,U.E. Maset,0.0,2782.36,2782.36,0.0
2018.1.0.1532.0917.623,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,623,INVERSIONES REALES,"Inversió nova en maquinaria, instalacions técniques i utillatge",0917,ADQUISICIO MATERIAL OBRES,0.0,21130.95,21130.95,21130.94
2018.1.0.1532.1708.619,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,619,INVERSIONES REALES,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1708,Restauració murs tunnel Av. País Valencià [IFS 2017],0.0,8400.0,8400.0,8400.0
2018.1.0.2411.0623.632,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,0623,Escola Taller-centre form,0.0,470.0,470.0,0.0
2018.1.0.3421.0611.622,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,622,INVERSIONES REALES,Inversió nova en edificis i altres construccions,0611,Dot. esport. municipals,0.0,41350.5,41350.5,0.0
2018.1.0.3422.0501.600,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3422,Piscina coberta,600,INVERSIONES REALES,Inversiones en terrenos,0501,Honoraris i urb.Piscina,0.0,169172.76,169172.76,0.0
2018.1.0.4121.1020.609,ACTUACIONES DE CARÁCTER ECONÓMICO,4121,Millora Medi Natural,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1020,CASA FIGUERO,0.0,59696.39,59696.39,0.0
2018.1.0.4500.1021.627,ACTUACIONES DE CARÁCTER ECONÓMICO,4500,"Porjectes, direcció obres i llicències",627,INVERSIONES REALES,Projectes complexos,1021,PROJ. DIREC. OBRES I LLIC,0.0,1637.67,1637.67,0.0
2018.1.0.4520.0508.609,ACTUACIONES DE CARÁCTER ECONÓMICO,4520,Recursos Hidràulics,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,0508,Invers.xarxa aigües pluv.,0.0,104705.75,104705.75,0.0
2018.1.0.4540.1022.609,ACTUACIONES DE CARÁCTER ECONÓMICO,4540,Camins rurals,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1022,CAMINS RURALS,0.0,3907.62,3907.62,35.11
2018.1.0.4540.1722.609,ACTUACIONES DE CARÁCTER ECONÓMICO,4540,Camins rurals,609,INVERSIONES REALES,Altres inversions noves en infrastructures i bens destinat al ús general,1722,Neteja de llits i fons naturals 2017,0.0,17897.58,17897.58,17897.37
2018.1.0.4920.1710.641,ACTUACIONES DE CARÁCTER ECONÓMICO,4920,Administració electrònica,641,INVERSIONES REALES,Despeses en aplicacions informàtiques,1710,Adquisició Programa Presto [IFS 2017],0.0,5780.65,5780.65,5780.65
2018.1.0.9202.1604.623,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,623,INVERSIONES REALES,"Inversió nova en maquinaria, instalacions técniques i utillatge",1604,Instal.lacions tècniques Ajuntament [prèstec 2016],0.0,13319.47,13319.47,6916.68
2018.1.0.9202.1609.632,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1609,Adequació oficines municipals [prèstec 2016],0.0,2761.49,2761.49,0.0
2018.1.0.9330.1601.632,ACTUACIONES DE CARÁCTER GENERAL,9330,Gestión del patrimonio,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1601,REPARACIO OBRES LOCALS CIVICS [EXEC. AVAL ADESVAL],0.0,7177.96,7177.96,0.0
2018.1.0.9330.1706.632,ACTUACIONES DE CARÁCTER GENERAL,9330,Gestión del patrimonio,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1706,Rehabilitació edifici venta de sant roc [IFS 2017],0.0,13942.0,13942.0,13942.0
2018.1.0.9330.1707.632,ACTUACIONES DE CARÁCTER GENERAL,9330,Gestión del patrimonio,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1707,Reabilitació 2ª planta edifici Les Monges-Gabinet Psicop.[IFS 2017],0.0,13676.89,13676.89,13676.89
2018.1.0.9330.1709.632,ACTUACIONES DE CARÁCTER GENERAL,9330,Gestión del patrimonio,632,INVERSIONES REALES,Inversió reposició edificios i altres construccions,1709,Reforma edifici central Ajuntament [IFS 2017],0.0,78364.57,78364.57,66960.02
2018.0.0.2314.0.789,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2314,Entitats no lucratives,789,TRANSFERENCIAS DE CAPITAL,Aportacions i subvencions,,,3500.0,2000.0,5500.0,5500.0
2018.0.0.3265.0.710,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3265,OOAA Conservatori Música,710,TRANSFERENCIAS DE CAPITAL,A OOAA Conservatori Music,,,3000.0,0.0,3000.0,0.0
2018.0.0.3410.0.789,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3410,Ponència d'Esports,789,TRANSFERENCIAS DE CAPITAL,Aportacions i subvencions,,,0.0,25000.0,25000.0,12500.0
2018.0.0.4910.0.780,ACTUACIONES DE CARÁCTER ECONÓMICO,4910,Comuniciació institucional,780,TRANSFERENCIAS DE CAPITAL,A instit. sense fi lucre,,,3500.0,0.0,3500.0,3500.0
2018.1.0.1532.0.770,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,770,TRANSFERENCIAS DE CAPITAL,A Empresses Pivades,,,0.0,11680.91,11680.91,0.0
